"만나이_생활연령기준","총 자녀수","보육료 및 교육비 외 지원액 - 시간제보육료","보육료 및 교육비 외 지원액 - 양육수당","보육료 및 교육비 외 지원액 - 아이돌보미 비용","보육료 및 교육비 외 지원액 - 바우처(학습지 등)","보육료 및 교육비 외 지원액 - 기타","보육료 및 교육비 외 지원 총액","아이와의 시간- 어머니 평일","아이와의 시간- 어머니 주말","아이와의 시간- 아버지 평일","아이와의 시간- 아버지 주말","기관이용 기간","차액 보육료/교육료","특별활봉비/방과후과정 특성화활동비","현장학습비, 행사비 등","차량운행비","(유치원)방과후과정비(종일반비)","교재비","급간식비","보육/교육기관 총 비용: 추가보육료(납부현금 소계)","보육/교육기관 총 비용: 총보육료"
2,2,,,,,,,6,16,2,14,9,0,20,20,0,0,0,20,60,60
2,2,,,,,,,6,16,4,18,18,0,10,0,0,0,0,0,10,10
2,2,,,,,,,6,6,3,3,16,0,50,10,20,0,0,0,80,80
2,2,,,,,,,6,6,4,3,26,0,0,0,0,0,0,0,0,0
2,2,,,,,,,6,8,2,3,6,0,20,0,0,0,15,0,35,35
2,2,,,,,,,6,9,2,10,23,0,0,0,0,0,0,0,0,0
2,2,,,,,,,7,12,1,10,18,0,0,24,0,0,0,0,24,24
2,2,,,,,,,7,12,2,1,7,0,20,0,0,0,25,0,45,45
2,2,,,,,,,7,12,2,12,6,0,0,0,0,0,0,0,0,0
2,2,,,,,,,7,12,3,4,19,0,0,0,0,0,0,0,0,0
2,2,,,,,,,7,12,3,8,7,0,70,15,0,0,0,15,100,100
2,2,,,,,,,7,12,4,10,28,0,40,0,0,0,0,0,40,40
2,2,,,,,,,7,12,4,12,11,0,85,0,0,0,0,0,85,85
2,2,,,,,,,7,13,1,2,19,0,30,10,15,0,0,0,55,55
2,2,,,,,,,7,13,5,13,10,0,15,0,10,0,0,0,25,25
2,2,,,,,,,7,14,0,14,14,0,60,20,0,0,0,0,80,80
2,2,,,,,,,7,14,1,10,6,0,0,25,0,0,0,0,25,25
2,2,,,,,,,7,14,3,14,13,0,80,17,0,0,22,0,119,119
2,2,,,,,,,7,14,3,14,18,0,30,40,0,0,0,0,70,70
2,2,,,,,,,7,14,3,14,19,0,20,0,0,0,0,0,20,20
2,2,,,,,,,7,14,3,5,24,0,0,0,0,0,0,0,0,0
2,2,,,,,,,7,14,4,14,6,0,75,10,0,0,0,0,85,85
2,2,,,,,,,7,14,7,14,19,0,18,0,0,0,0,0,18,18
2,2,,,,,,,7,15,1,15,6,0,60,0,25,0,0,20,105,105
2,2,,,,,,,7,15,2,15,6,0,0,0,0,0,0,0,0,0
2,2,,,,,,,7,15,3,13,6,0,96,0,0,0,0,0,96,96
2,2,,,,,,,7,15,3,3,2,0,10,0,0,0,0,0,10,10
2,2,,,,,,,7,15,3,5,5,0,0,0,0,0,0,0,0,0
2,2,,,,,,,7,16,888,888,15,0,0,0,0,0,0,0,0,0
2,2,,,,,,,7,7,2,2,7,0,40,10,10,0,0,0,60,60
2,2,,,,,,,7,7,2,4,6,0,30,10,10,0,0,0,50,50
2,2,,,,,,,7,7,3,3,15,0,50,10,10,0,0,30,100,100
2,2,,,,,,,7,7,3,3,18,0,50,10,0,0,0,0,60,60
2,2,,,,,,,7,7,7,7,17,0,10,16,0,0,0,0,26,26
2,2,,,,,,,8,10,2,3,23,0,20,30,0,0,0,0,50,50
2,2,,,,,,,8,10,2,3,5,0,0,0,20,0,0,0,20,20
2,2,,,,,,,8,10,4,10,7,0,85,0,0,0,0,0,85,85
2,2,,,,,,,8,10,4,5,2,0,45,30,0,0,0,0,75,75
2,2,,,,,,,8,10,8,10,6,0,0,30,0,0,0,0,30,30
2,2,,,,,,,8,12,0,10,17,0,55,17,0,0,0,0,72,72
2,2,,,,,,,8,12,3,12,5,0,0,0,0,0,0,0,0,0
2,2,,,,,,,8,12,3,3,16,0,30,0,0,0,0,0,30,30
2,2,,,,,,,8,12,3,5,22,0,80,0,20,0,0,0,100,100
2,2,,,,,,,8,12,3,8,12,0,80,10,0,0,0,0,90,90
2,2,,,,,,,8,12,3,8,14,0,0,0,0,0,0,0,0,0
2,2,,,,,,,8,12,4,12,29,0,18,0,0,0,0,0,18,18
2,2,,,,,,,8,12,4,5,15,0,0,0,0,0,0,0,0,0
2,2,,,,,,,8,12,5,10,7,0,30,0,0,0,0,0,30,30
2,2,,,,,,,8,13,8,9,18,0,30,0,0,0,0,0,30,30
2,2,,,,,,,8,14,1,12,14,0,0,0,0,0,0,0,0,0
2,2,,,,,,,8,14,10,14,14,0,0,0,0,0,45,0,45,45
2,2,,,,,,,8,14,2,14,3,0,0,10,20,0,0,0,30,30
2,2,,,,,,,8,14,2,14,6,0,50,15,30,0,0,0,95,95
2,2,,,,,,,8,14,2,4,17,0,0,10,0,0,0,0,10,10
2,2,,,,,,,8,14,3,10,6,0,40,20,0,0,10,10,80,80
2,2,,,,,,,8,14,3,14,16,0,0,0,0,0,0,0,0,0
2,2,,,,,,,8,14,4,10,27,0,45,0,0,0,0,0,45,45
2,2,,,,,,,8,14,4,10,9,0,50,0,0,0,0,0,50,50
2,2,,,,,,,8,14,4,10,9,0,70,5,25,0,10,30,140,140
2,2,,,,,,,8,14,4,6,8,0,0,0,0,0,0,0,0,0
2,2,,,,,,,8,14,4,6,8,0,0,0,0,0,0,0,0,0
2,2,,,,,,,8,14,6,14,17,0,80,20,0,0,0,0,100,100
2,2,,,,,,,8,14,8,14,5,0,0,0,0,0,50,0,50,50
2,2,,,,,,,8,15,0,6,7,0,0,0,0,0,0,0,0,0
2,2,,,,,,,8,15,1,0,19,0,20,24,20,0,0,0,64,64
2,2,,,,,,,8,15,1,15,6,0,100,0,0,0,0,0,100,100
2,2,,,,,,,8,15,1,8,27,0,70,10,0,0,10,0,100,100
2,2,,,,,,,8,15,2,4,15,0,50,10,10,0,10,10,90,90
2,2,,,,,,,8,15,2,4,15,0,50,20,10,0,10,10,100,100
2,2,,,,,,,8,15,2,4,6,0,0,0,0,0,10,0,10,10
2,2,,,,,,,8,15,2,8,7,0,80,0,0,0,0,0,80,80
2,2,,,,,,,8,15,3,10,6,0,0,0,0,0,0,0,0,0
2,2,,,,,,,8,15,4,10,18,0,90,5,0,0,0,17,112,112
2,2,,,,,,,8,16,4,12,5,0,0,0,0,0,0,0,0,0
2,2,,,,,,,8,16,4,8,10,0,120,0,20,0,0,0,140,140
2,2,,,,,,,8,16,4,8,6,0,0,0,0,0,0,0,0,0
2,2,,,,,,,8,16,5,16,19,0,90,0,0,0,0,0,90,90
2,2,,,,,,,8,16,8,12,10,0,76,0,0,0,0,0,76,76
2,2,,,,,,,8,16,8,16,20,0,25,30,0,0,0,20,100,100
2,2,,,,,,,8,16,8,16,29,0,50,30,0,0,0,0,80,80
2,2,,,,,,,8,18,3,18,6,0,0,0,0,0,0,0,0,0
2,2,,,,,,,8,18,4,16,9,0,80,40,0,0,0,0,120,120
2,2,,,,,,,8,6,3,4,2,0,0,40,20,0,0,20,80,80
2,2,,,,,,,9,13,6,13,5,0,0,0,0,0,0,0,0,0
2,2,,,,,,,9,14,2,14,6,0,0,5,0,0,0,0,5,5
2,2,,,,,,,9,14,3,5,14,0,60,0,0,0,0,0,60,60
2,2,,,,,,,9,14,4,14,14,0,72,0,0,0,0,0,72,72
2,2,,,,,,,9,14,6,14,17,0,0,0,0,0,0,0,0,0
2,2,,,,,,,9,15,5,10,6,0,80,5,0,0,0,0,85,85
2,2,,,,,,,9,15,9,15,18,0,76,0,0,0,20,0,96,96
2,2,,,,,,,9,16,7,16,15,0,40,0,0,0,0,0,60,60
2,2,,,,20,,20,6,14,888,888,6,0,30,0,0,0,0,0,30,30
2,2,,,,62,,62,8,15,3,15,6,0,0,12,0,0,0,0,12,12
2,2,,,,64,,64,6,15,3,0,14,0,70,20,0,0,0,0,90,90
2,2,,100,,,,100,10,10,3,5,,,,,,,,,,
2,2,,100,,,,100,10,10,4,5,,,,,,,,,,
2,2,,100,,,,100,12,10,1,2,,,,,,,,,,
2,2,,100,,,,100,12,10,2,2,,,,,,,,,,
2,2,,100,,,,100,12,11,4,5,,,,,,,,,,
2,2,,100,,,,100,12,12,10,12,,,,,,,,,,
2,2,,100,,,,100,12,12,10,12,,,,,,,,,,
2,2,,100,,,,100,12,12,12,12,,,,,,,,,,
2,2,,100,,,,100,12,12,12,6,,,,,,,,,,
2,2,,100,,,,100,12,12,2,10,,,,,,,,,,
2,2,,100,,,,100,12,12,2,12,,,,,,,,,,
2,2,,100,,,,100,12,12,3,10,,,,,,,,,,
2,2,,100,,,,100,12,12,3,12,,,,,,,,,,
2,2,,100,,,,100,12,12,3,3,,,,,,,,,,
2,2,,100,,,,100,12,12,3,6,,,,,,,,,,
2,2,,100,,,,100,12,12,6,12,,,,,,,,,,
2,2,,100,,,,100,13,13,1,1,,,,,,,,,,
2,2,,100,,,,100,13,13,1,13,,,,,,,,,,
2,2,,100,,,,100,13,13,13,2,,,,,,,,,,
2,2,,100,,,,100,13,13,2,17,,,,,,,,,,
2,2,,100,,,,100,13,13,3,16,,,,,,,,,,
2,2,,100,,,,100,13,13,4,12,,,,,,,,,,
2,2,,100,,,,100,13,16,4,16,,,,,,,,,,
2,2,,100,,,,100,14,14,1,1,,,,,,,,,,
2,2,,100,,,,100,14,14,1,8,,,,,,,,,,
2,2,,100,,,,100,14,14,1,8,,,,,,,,,,
2,2,,100,,,,100,14,14,2,10,,,,,,,,,,
2,2,,100,,,,100,14,14,3,14,,,,,,,,,,
2,2,,100,,,,100,14,14,4,14,,,,,,,,,,
2,2,,100,,,,100,14,14,4,14,,,,,,,,,,
2,2,,100,,,,100,14,14,4,8,,,,,,,,,,
2,2,,100,,,,100,14,14,5,14,,,,,,,,,,
2,2,,100,,,,100,14,14,5,14,,,,,,,,,,
2,2,,100,,,,100,14,14,5,14,,,,,,,,,,
2,2,,100,,,,100,14,14,5,8,,,,,,,,,,
2,2,,100,,,,100,14,14,6,14,,,,,,,,,,
2,2,,100,,,,100,14,16,1,2,,,,,,,,,,
2,2,,100,,,,100,15,11,3,3,,,,,,,,,,
2,2,,100,,,,100,15,11,888,888,,,,,,,,,,
2,2,,100,,,,100,15,12,0,0,,,,,,,,,,
2,2,,100,,,,100,15,12,5,8,,,,,,,,,,
2,2,,100,,,,100,15,12,888,888,,,,,,,,,,
2,2,,100,,,,100,15,15,0,1,,,,,,,,,,
2,2,,100,,,,100,15,15,3,15,,,,,,,,,,
2,2,,100,,,,100,15,15,6,10,,,,,,,,,,
2,2,,100,,,,100,15,15,8,8,,,,,,,,,,
2,2,,100,,,,100,15,16,2,10,,,,,,,,,,
2,2,,100,,,,100,15,16,8,8,,,,,,,,,,
2,2,,100,,,,100,15,18,8,18,,,,,,,,,,
2,2,,100,,,,100,16,10,2,8,,,,,,,,,,
2,2,,100,,,,100,16,16,1,2,,,,,,,,,,
2,2,,100,,,,100,17,17,3,17,4,270,0,0,0,0,10,0,10,280
2,2,,100,,,,100,2,12,1,2,,,,,,,,,,
2,2,,100,,,,100,3,12,1,12,6,500,220,0,0,0,40,40,300,800
2,2,,100,,,,100,3,3,3,12,,,,,,,,,,
2,2,,100,,,,100,4,10,4,10,,,,,,,,,,
2,2,,100,,,,100,5,12,3,18,,,,,,,,,,
2,2,,100,,,,100,5,14,3,14,,,,,,,,,,
2,2,,100,,,,100,5,5,2,3,,,,,,,,,,
2,2,,100,,,,100,6,14,1,2,,,,,,,,,,
2,2,,100,,,,100,7,12,3,10,7,500,0,0,0,0,0,0,0,500
2,2,,100,,,,100,7,12,3,5,18,150,0,0,0,0,0,0,0,150
2,2,,100,,,,100,7,15,2,5,,,,,,,,,,
2,2,,100,,,,100,8,13,4,12,8,800,0,0,0,0,0,0,0,800
2,2,,100,,,,100,8,14,3,8,6,360,0,0,0,0,0,0,0,360
2,2,100,,,,,100,4,13,2,10,2,0,80,0,0,0,0,0,80,80
2,2,100,,,,,100,4,13,2,10,2,0,80,0,0,0,0,0,80,80
2,2,220,,,,,220,5,14,6,14,5,0,44,15,0,0,5,0,64,64
2,2,250,,,,,250,10,10,4,10,12,0,0,40,0,0,0,0,40,40
2,2,30,,,,,30,5,5,2,3,6,0,0,0,0,0,0,0,0,0
2,2,30,,,128,,158,16,15,10,10,21,0,80,0,20,0,0,0,100,100
2,2,56,,,,,56,6,15,1,1,6,0,80,30,0,0,0,0,110,110
2,2,60,,,,,60,4,16,4,16,1,0,0,0,0,0,0,0,0,0
2,3,,,,,,,10,10,2,4,20,0,60,10,25,0,20,0,115,115
2,3,,,,,,,10,14,6,12,18,0,66,0,0,0,0,0,66,66
2,3,,,,,,,10,14,6,4,18,0,0,0,10,0,0,0,10,10
2,3,,,,,,,10,15,0,1,9,0,45,0,15,0,0,0,60,60
2,3,,,,,,,10,15,4,15,17,0,60,0,0,0,0,0,60,60
2,3,,,,,,,10,16,4,8,18,0,0,5,0,0,0,0,5,5
2,3,,,,,,,10,16,5,5,14,0,0,0,0,0,0,0,0,0
2,3,,,,,,,12,12,6,5,16,0,0,0,0,0,0,0,0,0
2,3,,,,,,,15,14,9,5,8,0,0,0,0,0,0,0,0,0
2,3,,,,,,,16,16,14,16,18,0,0,0,0,0,0,0,0,0
2,3,,,,,,,2,2,2,12,16,0,30,0,0,0,0,0,30,30
2,3,,,,,,,4,11,2,8,1,0,80,0,0,0,0,0,80,80
2,3,,,,,,,4,12,2,12,20,0,30,0,0,0,0,0,30,30
2,3,,,,,,,4,16,888,888,18,0,0,0,0,0,0,0,0,0
2,3,,,,,,,4,4,1,2,18,0,30,0,0,0,0,0,30,30
2,3,,,,,,,4,4,2,4,24,0,0,0,0,0,12,0,12,12
2,3,,,,,,,5,10,2,10,5,0,30,0,0,0,0,0,30,30
2,3,,,,,,,5,10,2,12,17,0,90,0,20,0,0,0,110,110
2,3,,,,,,,5,12,1,1,6,0,30,0,0,0,20,0,50,50
2,3,,,,,,,5,12,1,5,18,0,10,0,0,0,0,0,10,10
2,3,,,,,,,5,12,1,5,7,0,0,0,0,0,0,0,0,0
2,3,,,,,,,5,12,2,12,17,0,90,0,20,0,0,0,110,110
2,3,,,,,,,5,12,3,12,25,0,30,10,0,0,30,0,70,70
2,3,,,,,,,5,12,3,12,6,0,50,0,30,0,0,0,80,80
2,3,,,,,,,5,12,5,12,2,0,0,0,0,0,0,0,0,0
2,3,,,,,,,5,14,2,14,6,0,0,0,0,0,0,0,0,0
2,3,,,,,,,5,14,3,14,6,0,30,0,0,0,0,0,30,30
2,3,,,,,,,5,14,5,14,23,0,55,30,25,0,0,0,110,110
2,3,,,,,,,5,14,5,14,23,0,96,30,25,0,0,0,151,151
2,3,,,,,,,5,15,5,15,23,0,0,0,0,0,0,0,0,0
2,3,,,,,,,5,5,2,1,18,0,60,5,50,0,10,0,125,125
2,3,,,,,,,5,5,3,4,16,0,35,20,20,0,0,10,85,85
2,3,,,,,,,5,5,5,14,5,0,0,0,0,0,0,0,0,0
2,3,,,,,,,5,5,6,6,23,0,0,0,0,0,0,0,0,0
2,3,,,,,,,6,10,1,2,18,0,30,30,0,0,60,30,150,150
2,3,,,,,,,6,10,4,10,16,0,110,11,0,0,0,0,121,121
2,3,,,,,,,6,10,4,6,6,0,0,10,0,0,0,30,40,40
2,3,,,,,,,6,10,5,10,6,0,30,0,30,0,30,15,105,105
2,3,,,,,,,6,12,3,10,16,0,50,0,10,0,0,0,60,60
2,3,,,,,,,6,12,3,5,6,0,60,0,0,0,0,0,60,60
2,3,,,,,,,6,12,6,12,6,0,0,0,0,0,15,0,30,30
2,3,,,,,,,6,13,2,13,20,0,0,0,0,0,0,0,0,0
2,3,,,,,,,6,13,4,13,12,0,76,0,0,0,0,0,76,76
2,3,,,,,,,6,14,1,1,6,0,20,0,0,0,0,0,20,20
2,3,,,,,,,6,16,2,3,13,0,30,20,0,0,30,0,80,80
2,3,,,,,,,6,16,2,4,19,0,70,0,0,0,0,0,70,70
2,3,,,,,,,6,16,4,5,13,0,25,10,0,0,5,0,40,40
2,3,,,,,,,6,6,1,1,7,0,60,10,0,0,0,10,80,80
2,3,,,,,,,6,6,4,6,7,0,20,0,0,0,0,0,20,20
2,3,,,,,,,7,10,1,3,20,0,0,0,0,0,0,0,0,0
2,3,,,,,,,7,10,3,3,22,0,0,0,0,0,0,0,0,0
2,3,,,,,,,7,10,3,4,22,0,60,10,10,0,0,0,80,80
2,3,,,,,,,7,10,3,6,18,0,60,0,0,0,0,0,60,60
2,3,,,,,,,7,12,1,12,6,0,0,0,0,0,0,0,0,0
2,3,,,,,,,7,12,3,3,2,0,40,0,0,0,0,0,40,40
2,3,,,,,,,7,12,3,8,18,0,20,0,0,0,0,0,20,20
2,3,,,,,,,7,13,2,4,22,0,60,10,10,0,0,0,80,80
2,3,,,,,,,7,14,2,14,7,0,0,0,0,0,0,0,0,0
2,3,,,,,,,7,14,3,14,5,0,20,0,0,0,0,0,20,20
2,3,,,,,,,7,14,5,4,24,0,30,0,0,0,0,0,30,30
2,3,,,,,,,7,15,3,5,7,0,70,30,20,0,20,20,160,160
2,3,,,,,,,7,15,4,10,9,0,20,0,0,0,0,0,20,20
2,3,,,,,,,7,16,3,14,15,0,110,0,0,0,0,0,110,110
2,3,,,,,,,7,7,2,2,13,0,30,0,0,0,0,0,30,30
2,3,,,,,,,7,7,4,4,26,0,0,0,0,0,0,0,0,0
2,3,,,,,,,8,10,3,10,21,0,0,30,0,0,0,0,41,41
2,3,,,,,,,8,10,4,8,25,0,85,0,0,0,0,0,85,85
2,3,,,,,,,8,12,2,2,21,0,55,0,0,0,0,0,55,55
2,3,,,,,,,8,12,4,8,5,0,10,15,20,0,0,0,45,45
2,3,,,,,,,8,14,0,5,6,0,60,0,0,0,0,0,60,60
2,3,,,,,,,8,14,3,14,16,0,0,0,0,0,0,0,0,0
2,3,,,,,,,8,14,3,3,19,0,13,0,10,0,10,40,83,83
2,3,,,,,,,8,14,3,5,2,0,20,0,0,0,0,0,20,20
2,3,,,,,,,8,14,5,14,18,0,0,5,0,0,0,0,5,5
2,3,,,,,,,8,15,4,14,13,0,100,0,0,0,0,0,100,100
2,3,,,,,,,8,15,8,15,8,0,75,0,0,0,0,0,75,75
2,3,,,,,,,8,2,8,2,18,0,35,0,0,0,0,0,35,35
2,3,,,,,,,8,8,0,10,6,0,25,10,0,0,0,10,45,45
2,3,,,,,,,8,8,3,6,6,0,50,0,25,0,0,10,85,85
2,3,,,,,,,9,12,5,5,11,0,0,0,0,0,0,0,0,0
2,3,,,,,,,9,19,3,5,25,0,90,30,10,0,20,10,160,160
2,3,,,150,,,150,3,16,3,16,7,0,80,0,25,0,0,0,105,105
2,3,,,200,,,200,4,10,3,3,6,0,0,0,0,0,0,0,0,0
2,3,,100,,,,100,10,10,1,2,,,,,,,,,,
2,3,,100,,,,100,10,9,4,10,,,,,,,,,,
2,3,,100,,,,100,11,14,2,6,,,,,,,,,,
2,3,,100,,,,100,12,12,1,1,,,,,,,,,,
2,3,,100,,,,100,13,13,1,12,,,,,,,,,,
2,3,,100,,,,100,14,14,0,2,,,,,,,,,,
2,3,,100,,,,100,14,14,1,1,,,,,,,,,,
2,3,,100,,,,100,14,14,2,14,,,,,,,,,,
2,3,,100,,,,100,14,14,4,14,,,,,,,,,,
2,3,,100,,,,100,14,14,5,10,,,,,,,,,,
2,3,,100,,,,100,14,14,5,5,,,,,,,,,,
2,3,,100,,,,100,16,16,0,0,,,,,,,,,,
2,3,,100,,,,100,16,16,3,12,,,,,,,,,,
2,3,,100,,,,100,5,12,2,12,,,,,,,,,,
2,4,,,,,,,0,7,10,12,24,0,50,40,0,0,0,0,90,90
2,4,,,,,,,10,14,8,10,20,0,60,10,24,0,0,0,94,94
2,4,,,,,,,13,13,7,4,6,0,54,0,0,0,0,0,54,54
2,4,,,,,,,3,10,0,1,9,0,70,0,0,0,0,0,70,70
2,4,,,,,,,3,10,0,1,9,0,70,0,0,0,0,0,70,70
2,4,,,,,,,6,14,1,2,17,0,40,10,0,0,0,0,50,50
2,4,,,,,,,6,14,6,14,7,0,0,0,0,0,0,0,0,0
2,4,,,,,,,6,15,5,3,17,0,20,0,0,0,0,0,20,20
2,4,,,,,,,6,16,2,2,2,0,0,5,0,0,0,0,5,5
2,4,,,,,,,7,12,0,0,6,0,0,0,0,0,0,0,0,0
2,4,,,,,,,8,12,3,12,7,0,25,0,0,0,0,0,25,25
2,4,,,,,,,8,14,0,4,3,0,20,10,0,0,0,0,50,50
2,4,,,,,,,8,14,4,12,19,0,20,0,0,0,0,0,20,20
2,4,,,,,,,8,15,2,15,5,0,0,10,30,0,0,0,40,40
2,4,,,,,,,8,15,2,8,8,0,0,0,0,0,0,0,0,0
2,4,,100,,,,100,14,14,4,10,,,,,,,,,,
2,4,,100,,,,100,16,16,5,7,,,,,,,,,,
2,4,,100,,,,100,8,12,1,2,,,,,,,,,,
2,4,,100,,,,100,8,8,3,3,,,,,,,,,,
2,5,50,100,,,,150,10,12,1,2,,,,,,,,,,
3,1,,,,,,,0,12,3,12,28,0,0,15,0,0,0,0,15,15
3,1,,,,,,,10,10,1,2,27,0,85,15,10,0,0,0,110,110
3,1,,,,,,,10,12,3,5,5,0,22,0,0,0,0,0,22,22
3,1,,,,,,,10,14,4,6,19,0,0,0,0,0,0,0,0,0
3,1,,,,,,,10,15,3,3,9,0,0,0,0,0,0,0,0,0
3,1,,,,,,,10,16,1,2,23,0,101,15,15,0,20,0,151,151
3,1,,,,,,,10,16,3,16,11,0,45,0,0,0,0,0,45,45
3,1,,,,,,,10,16,8,8,4,0,30,40,30,0,0,0,100,100
3,1,,,,,,,11,12,8,10,5,0,100,0,0,0,50,0,150,150
3,1,,,,,,,11,14,4,14,2,0,135,0,0,0,0,0,135,135
3,1,,,,,,,12,12,3,8,9,0,0,0,0,0,0,0,0,0
3,1,,,,,,,12,16,12,10,6,370,70,0,0,0,0,0,70,440
3,1,,,,,,,12,18,4,6,7,0,110,0,25,0,110,0,245,245
3,1,,,,,,,14,16,5,16,19,0,60,0,0,0,0,0,60,60
3,1,,,,,,,15,15,12,12,6,0,55,0,0,0,0,0,55,55
3,1,,,,,,,16,10,10,18,30,0,45,0,0,0,0,0,45,45
3,1,,,,,,,2,5,2,5,6,0,70,10,0,0,20,0,100,100
3,1,,,,,,,3,13,2,13,19,0,0,0,0,0,0,0,0,0
3,1,,,,,,,4,10,4,10,27,0,45,0,0,0,0,0,45,45
3,1,,,,,,,4,12,3,10,19,0,0,30,0,0,0,0,30,30
3,1,,,,,,,4,14,2,4,6,0,90,20,0,0,20,22,152,152
3,1,,,,,,,4,16,3,10,3,0,20,30,0,0,0,0,50,50
3,1,,,,,,,4,16,4,16,23,0,10,20,30,0,0,20,80,80
3,1,,,,,,,4,16,4,16,8,0,40,10,0,0,10,0,60,60
3,1,,,,,,,4,4,4,4,45,95,0,0,0,0,0,0,0,95
3,1,,,,,,,4,7,3,7,7,0,0,30,0,0,0,0,30,30
3,1,,,,,,,4,8,2,8,23,0,80,10,0,0,0,10,100,100
3,1,,,,,,,5,10,4,15,6,500,200,0,0,0,0,0,200,700
3,1,,,,,,,5,12,5,12,18,0,0,10,0,0,0,0,10,10
3,1,,,,,,,5,13,2,6,23,0,20,0,10,0,0,0,30,30
3,1,,,,,,,5,14,2,14,29,0,56,0,0,0,50,0,106,106
3,1,,,,,,,5,14,2,6,31,0,66,40,0,0,0,0,106,106
3,1,,,,,,,5,15,0,15,6,196,90,0,0,50,0,0,140,336
3,1,,,,,,,5,15,3,15,17,18,0,0,0,0,0,0,0,18
3,1,,,,,,,5,15,4,5,4,190,19,0,0,0,0,16,35,225
3,1,,,,,,,5,15,5,15,7,100,50,0,15,0,0,24,89,189
3,1,,,,,,,5,16,3,16,19,0,100,0,0,0,0,0,100,100
3,1,,,,,,,5,17,0.5,1,2,0,80,0,0,0,0,0,80,80
3,1,,,,,,,5,5,1,10,7,150,200,0,30,70,0,30,330,480
3,1,,,,,,,5,5,2,2,30,0,50,0,0,0,0,0,50,50
3,1,,,,,,,5,5,2,3,11,80,80,25,15,0,0,0,120,200
3,1,,,,,,,6,10,6,10,30,0,0,45,0,0,0,0,65,65
3,1,,,,,,,6,12,1,12,6,0,0,12,30,0,0,20,62,62
3,1,,,,,,,6,12,2.5,7,6,0,50,20,0,0,0,0,70,70
3,1,,,,,,,6,12,4,10,7,0,60,0,0,0,0,0,60,60
3,1,,,,,,,6,12,4,8,22,0,30,20,30,0,0,30,110,110
3,1,,,,,,,6,12,6,16,20,0,0,0,0,0,0,0,0,0
3,1,,,,,,,6,13,6,13,11,0,20,0,0,0,0,0,20,20
3,1,,,,,,,6,14,2,14,13,0,30,30,0,0,0,0,60,60
3,1,,,,,,,6,14,2,2,15,0,0,0,20,0,0,0,20,20
3,1,,,,,,,6,14,3,10,7,265,100,0,0,0,0,0,100,365
3,1,,,,,,,6,14,4,14,29,0,80,10,0,0,0,0,90,90
3,1,,,,,,,6,14,4,14,8,0,30,0,0,0,0,0,30,30
3,1,,,,,,,6,14,6,10,7,0,100,0,0,0,0,0,100,100
3,1,,,,,,,6,14,6,5,31,0,16,20,0,0,0,0,36,36
3,1,,,,,,,6,15,3,3,34,0,40,0,40,0,0,0,80,80
3,1,,,,,,,6,15,4,15,8,110,110,20,30,0,0,0,160,270
3,1,,,,,,,6,16,0.5,14,27,0,75,0,0,0,0,0,75,75
3,1,,,,,,,6,16,2,3,18,95,113,10,20,0,30,0,173,268
3,1,,,,,,,6,16,3,10,31,0,80,20,20,0,0,40,160,160
3,1,,,,,,,6,18,5,18,5,450,450,0,0,0,0,0,450,900
3,1,,,,,,,6,6,3,3,8,5,0,0,0,0,0,0,0,5
3,1,,,,,,,6,9,888,888,30,0,20,0,0,0,0,0,20,20
3,1,,,,,,,7,12,3,12,5,0,0,9,0,0,0,0,9,9
3,1,,,,,,,7,12,888,888,5,130,0,0,0,0,0,0,0,130
3,1,,,,,,,7,14,2,10,6,0,90,10,0,0,0,0,100,100
3,1,,,,,,,7,14,2,2,13,0,90,0,25,0,0,33,148,148
3,1,,,,,,,7,14,3,14,28,0,0,15,0,0,63,0,78,78
3,1,,,,,,,7,14,3,5,26,0,0,0,0,0,0,0,10,10
3,1,,,,,,,7,14,4,12,7,0,10,0,0,0,0,0,10,10
3,1,,,,,,,7,14,4,14,4,5,40,0,0,0,0,0,40,45
3,1,,,,,,,7,15,2,3,23,100,80,0,0,0,0,0,80,180
3,1,,,,,,,7,15,3,8,7,80,50,5,40,0,10,10,115,195
3,1,,,,,,,8,10,2,14,18,0,45,20,0,0,0,0,65,65
3,1,,,,,,,8,13,2,13,6,148,0,0,0,0,0,0,0,148
3,1,,,,,,,8,13,4,4,18,0,80,5,0,0,80,0,165,165
3,1,,,,,,,8,14,6,6,30,0,30,0,0,0,0,0,30,30
3,1,,,,,,,8,15,1,1,18,0,0,40,20,0,0,0,60,60
3,1,,,,,,,8,15,4,15,8,0,30,0,0,0,0,0,30,30
3,1,,,,,,,8,15,6,15,22,0,20,35,0,0,0,0,55,55
3,1,,,,,,,8,15,8,15,14,0,45,0,0,0,0,0,45,45
3,1,,,,,,,8,16,1,16,7,0,35,12,0,0,0,0,47,47
3,1,,,,,,,8,5,8,10,5,110,110,0,20,20,50,0,200,310
3,1,,,,,,,8,9,888,888,15,20,0,0,0,0,0,0,0,20
3,1,,,,,,,888,888,1,4,27,0,28,0,0,0,30,0,58,58
3,1,,,,,,,888,888,3,7,27,0,80,10,0,0,20,0,110,110
3,1,,,,,,,9,12,4,5,19,0,12,30,0,0,0,0,42,42
3,1,,,,,,,9,12,5,6,5,204,0,0,0,0,0,0,0,204
3,1,,,,,,,9,16,0,10,10,0,100,10,20,0,10,0,140,140
3,1,,,,,,,9,16,1,1,29,0,50,10,0,0,20,16,96,96
